Customer_ID,Signup_Date,Plan_Type,Billing_Cycle,Tenure_Months,Monthly_Charges,Churn_Status,Churn_Reason,Region
CUST-21406,2024-07-05,PREMIUM,Annual,9,79.65,No,N/A,North
CUST-21407,,Premium,Annual,8,82.05, No,N/A,North
CUST-21408,INVALID_DATE,PREMIUM,Annual,12,75.9,Yes ,Price,South
CUST-21409,2025-03-26,premium,Annual,15,79.68, No,N/A,West
CUST-21410,2024-01-11,Basic,Monthly,14,15.17,no,N/A,South
CUST-21411,16/01/2025,Standard,Monthly,21,37.18,Yes,Customer Support,East
CUST-21412,,standard,Monthly,8,38.1, No,N/A,North
CUST-21413,2025-01-17,Standard,Monthly,5,38.04,No,N/A,North
CUST-21414,2024-05-03,Premium,Monthly,7,76.31,no,N/A,East
CUST-21415,2024-10-07,BASIC,Monthly,8,15.74,yes,Competitor,North
CUST-21416,2024-04-09,Standard  ,Annual,4,38.01,NO,N/A,West
CUST-21417,2025-01-11,Standard,Monthly,8,37.93,Yes ,Competitor,South
CUST-21932,2025-04-25,PREMIUM,Annual,17,75.21,Yes,Customer Support,East
CUST-21418,2024-05-28,  Basic ,Monthly,8,14.34,yes,Product Bug,East
CUST-21419,2024-06-30,standard,Annual,9,37.67,NO,N/A,West
CUST-21420,2024-03-16,premium,Monthly,2,82.0,No,N/A,South
CUST-21421,2024-01-10,premium,Annual,13,81.51,NO,N/A,West
CUST-21422,2024-05-05,STANDARD,Monthly,19,37.28,No,N/A,West
CUST-21423,2024-04-18,PREMIUM,Monthly,23,82.16,No,N/A,East
CUST-21424,2024-04-13,Standard,,22,40.73, No,N/A,West
CUST-21425,,Basic,Monthly,17,15.73,No,N/A,South
CUST-21426,,Premium,Monthly,16,80.62,NO,N/A,East
CUST-20191,2024-11-23,Premium,Monthly,22,79.44,no,N/A,East
CUST-21427,2024-09-14,standard,Monthly,4,39.19, No,N/A,East
CUST-21428,2024-07-31,Basic,Monthly,5,14.66,Yes,Customer Support,East
CUST-21429,2024-08-06,Premium,Annual,10,81.36, No,N/A,East
CUST-21430,21/08/2024,standard,Monthly,14,39.04,Yes ,Customer Support,West
CUST-21431,2025-03-07,STANDARD,Annual,20,37.68,NO,N/A,West
CUST-21432,2024-09-19,PREMIUM,Annual,13,81.43,Yes ,Competitor,North
CUST-21433,2025-01-01,basic,Annual,3,,yes,No_Reason,South
CUST-21434,2024-11-21,STANDARD,Monthly,7,39.45,Yes ,Competitor,North
CUST-21435,2025-03-11,Standard  ,Annual,7,39.91, No,N/A,North
CUST-21436,2024-10-16,premium,Annual,12,77.43,yes,Product Bug,East
CUST-21437,2024-10-17,STANDARD,Annual,13,39.44,No,N/A,East
CUST-21438,2025-01-05,PREMIUM,Annual,4,79.16,no,N/A,West
CUST-21439,INVALID_DATE,basic,Monthly,0,15.46,YES,Customer Support,West
CUST-21440,2024-10-04,Standard,Monthly,4,38.51,NO,N/A,South
CUST-21441,2025-01-18,Premium,Annual,15,75.73,No,N/A,South
CUST-21442,27/06/2024,Basic,,19,14.58, No,N/A,East
CUST-21443,2024-08-04,PREMIUM,Monthly,6,75.86,NO,N/A,East
CUST-21444,2025-04-20,PREMIUM,Annual,23,82.75,NO,N/A,South
CUST-21445,2024-03-18,BASIC,Monthly,23,15.27,Yes,Customer Support,South
CUST-21446,2024-10-19,STANDARD,Monthly,7,39.65,no,N/A,East
CUST-21447,2024-02-27,BASIC,Annual,5,14.87,YES,No_Reason,East
CUST-21448,2024-02-29,  Basic ,Annual,9,15.43,Yes ,Competitor,South
CUST-21449,INVALID_DATE,basic,Monthly,8,14.26,Yes,Price,West
CUST-21450,INVALID_DATE,basic,Annual,-7,14.65,YES,Customer Support,South
CUST-21451,2025-03-17,Standard,Annual,20,38.53, No,N/A,North
CUST-21452,2024-11-12,  Basic ,Monthly,4,15.38,YES,Competitor,West
CUST-21453,2024-04-18,basic,Monthly,3,15.0,No,N/A,South
CUST-21454,16/03/2025,Premium,Annual,20,76.8, No,N/A,West
CUST-21455,2024-05-28,standard,Monthly,4,40.21,yes,Price,East
CUST-21456,2024-04-25,premium,Monthly,5,76.54,yes,Customer Support,East
CUST-21457,2024-04-14,PREMIUM,Monthly,14,79.31,No,N/A,East
CUST-21458,2024-10-17,Standard,Monthly,18,38.61,yes,Product Bug,North
CUST-21459,2025-04-02,  Basic ,,5,14.68,Yes ,Price,West
CUST-21460,2025-02-06,standard,Annual,13,40.44,No,N/A,North
CUST-21461,2024-07-05,standard,Monthly,14,39.23,Yes,Price,South
CUST-21462,2024-08-23,standard,Monthly,2,40.4,Yes ,Competitor,North
CUST-21463,16/07/2024,STANDARD,Monthly,22,40.15,YES,Product Bug,North
CUST-21464,2024-11-18,premium,Monthly,22,81.06,No,N/A,West
CUST-21399,,basic,Annual,19,14.97,yes,Price,South
CUST-21465,INVALID_DATE,  Basic ,Monthly,6,14.91,NO,N/A,South
CUST-21466,2024-08-26,premium,Monthly,6,78.84,YES,Price,South
CUST-21467,2024-06-01,Basic,Annual,5,14.8,Yes ,Customer Support,South
CUST-21468,2024-08-27,Premium,Annual,11,75.8,no,N/A,East
CUST-21469,,basic,Annual,-4,14.25,No,N/A,West
CUST-21470,2024-03-04,STANDARD,Monthly,7,37.92,NO,N/A,East
CUST-21471,23/06/2024,PREMIUM,Monthly,11,82.91,Yes,Competitor,West
CUST-21472,2024-07-23,BASIC,Monthly,19,14.28,yes,No_Reason,East
CUST-21473,,PREMIUM,Annual,3,78.79, No,N/A,East
CUST-21474,2024-07-18,PREMIUM,Monthly,2,81.09,YES,Product Bug,North
CUST-21475,2024-04-08,premium,Annual,7,76.75,No,N/A,West
CUST-21476,INVALID_DATE,basic,Annual,9,15.54,yes,Customer Support,South
CUST-21477,2024-06-06,Premium,Monthly,15,76.19, No,N/A,North
CUST-21478,2024-03-19,basic,Annual,7,15.45,yes,Price,West
CUST-21479,2024-10-14,BASIC,Monthly,15,15.33,NO,N/A,North
CUST-20881,06/04/2025,Standard,Annual,3,38.34,Yes,Price,South
CUST-21480,,BASIC,Monthly,12,15.36,NO,N/A,West
CUST-21481,2024-07-27,  Basic ,Monthly,5,14.96,Yes ,No_Reason,East
CUST-21482,2025-02-27,PREMIUM,Monthly,13,81.89,YES,No_Reason,East
CUST-21483,2024-08-13,premium,Monthly,0,76.97, No,N/A,South
CUST-21484,,PREMIUM,Annual,0,75.22,yes,No_Reason,West
CUST-20989,11/01/2024,PREMIUM,Monthly,16,82.22,yes,Price,East
CUST-21485,2024-08-12,standard,Annual,16,39.38, No,N/A,South
CUST-21486,2024-04-02,premium,Annual,19,77.28, No,N/A,North
CUST-21487,18/10/2024,Premium,Monthly,16,79.27,NO,N/A,North
CUST-21488,2024-05-09,premium,Annual,14,75.35,Yes ,No_Reason,South
CUST-21489,2024-11-05,Premium,Annual,4,77.21,No,N/A,South
CUST-21490,2024-12-14,standard,Annual,6,37.21,Yes ,Product Bug,West
CUST-21491,24/06/2024,  Basic ,Annual,3,15.7,yes,No_Reason,South
CUST-21492,2024-07-20,standard,Monthly,1,37.2,No,N/A,West
CUST-20847,INVALID_DATE,PREMIUM,Annual,14,76.81,Yes,Competitor,East
CUST-21493,2024-05-17,Standard,Monthly,2,38.08,no,N/A,West
CUST-21494,2024-01-19,Premium,Annual,21,82.32,yes,Customer Support,East
CUST-21495,2025-04-12,Premium,Annual,21,82.55, No,N/A,West
CUST-21496,2024-12-07,Basic,Annual,3,14.67,YES,Competitor,South
CUST-20765,,STANDARD,Annual,14,37.72,No,N/A,South
CUST-21497,2025-01-02,Standard  ,Annual,7,38.55,yes,Competitor,South
CUST-21498,2024-01-02,premium,Annual,7,80.79,NO,N/A,South
CUST-21499,,STANDARD,Monthly,3,38.14,Yes ,Competitor,East
CUST-21500,2024-11-26,PREMIUM,Monthly,5,76.55,YES,No_Reason,South
CUST-21501,,Premium,Monthly,8,77.25,No,N/A,East
CUST-21502,2024-04-10,  Basic ,Annual,23,15.28,NO,N/A,West
CUST-21503,04/09/2024,standard,Monthly,1,39.5,YES,Product Bug,South
CUST-21504,,Standard,Monthly,18,,NO,N/A,East
CUST-21505,2024-02-20,premium,Annual,13,78.88,no,N/A,South
CUST-21506,10/08/2024,premium,Monthly,19,80.97,no,N/A,West
CUST-21507,2024-04-17,Standard,Annual,3,38.02,yes,Price,South
CUST-21508,2024-09-26,standard,Annual,13,40.13,no,N/A,North
CUST-21509,2024-10-14,Standard  ,Monthly,24,39.16,NO,N/A,West
CUST-21510,INVALID_DATE,Standard,Monthly,22,38.98,Yes ,Price,West
CUST-21511,2024-01-09,Premium,Annual,22,80.39,No,N/A,East
CUST-21512,2025-03-10,Basic,Monthly,11,15.53,Yes ,Price,West
CUST-21513,2024-08-11,Basic,Annual,10,15.46,No,N/A,South
CUST-21514,2025-05-12,premium,Annual,20,79.61,No,N/A,East
CUST-21515,2024-01-24,PREMIUM,Monthly,6,78.35,Yes ,Price,North
CUST-21516,2024-10-02,PREMIUM,Annual,24,79.47,No,N/A,North
CUST-21517,2024-05-01,Standard,Annual,12,38.26,NO,N/A,North
CUST-21518,2024-04-26,  Basic ,Annual,-12,14.54,yes,Price,North
CUST-21519,2024-01-25,Standard  ,Monthly,0,39.64,YES,No_Reason,South
CUST-21520,2024-04-27,BASIC,Annual,12,14.69,No,N/A,North
CUST-21521,2025-03-21,  Basic ,Annual,5,14.79,Yes,Competitor,West
CUST-21522,12/05/2024,Standard  ,Monthly,7,39.36,no,N/A,West
CUST-21523,29/01/2024,  Basic ,Monthly,3,15.43,YES,Product Bug,East
CUST-21524,2024-11-04,PREMIUM,Monthly,19,75.39,no,N/A,West
CUST-21525,28/02/2024,Standard  ,Annual,2,37.3, No,N/A,North
CUST-21526,20/02/2025,basic,Monthly,22,15.0,Yes ,Competitor,East
CUST-21527,2024-11-24,  Basic ,Monthly,12,15.58,yes,No_Reason,East
CUST-21528,2024-11-04,Premium,Annual,17,77.9,No,N/A,West
CUST-21529,2024-10-04,BASIC,Monthly,6,14.56,no,N/A,East
CUST-21530,2025-02-14,PREMIUM,Annual,17,81.8,no,N/A,South
CUST-21531,2024-11-10,Standard,Monthly,21,39.25,No,N/A,East
CUST-21532,2024-01-04,Premium,Monthly,7,78.18,YES,Price,North
CUST-21533,2024-08-23,Basic,Annual,22,14.3,no,N/A,East
CUST-21534,2025-03-07,PREMIUM,Annual,18,79.47,no,N/A,North
CUST-20239,2024-04-09,Standard,Annual,22,40.14,No,N/A,East
CUST-21535,2024-12-21,Standard,Monthly,8,39.68,No,N/A,North
CUST-21536,2025-04-17,  Basic ,Annual,22,14.94,NO,N/A,West
CUST-21537,12/04/2024,BASIC,Monthly,7,14.81,No,N/A,North
CUST-21538,2025-04-05,basic,Monthly,24,15.6,NO,N/A,South
CUST-21539,2025-05-01,Basic,Annual,5,15.38, No,N/A,East
CUST-21540,2024-10-29,  Basic ,Annual,4,15.43,NO,N/A,East
CUST-21541,08/02/2024,Basic,Monthly,17,14.49,NO,N/A,South
CUST-21542,2025-03-02,BASIC,Monthly,4,15.69,yes,Customer Support,South
CUST-21543,INVALID_DATE,PREMIUM,Annual,3,81.58,YES,Product Bug,South
CUST-21544,2024-02-03,Standard  ,Annual,2,40.87, No,N/A,East
CUST-21545,16/07/2024,Premium,Annual,23,82.32,No,N/A,North
CUST-21546,25/11/2024,PREMIUM,Monthly,15,81.9, No,N/A,East
CUST-21547,2024-11-21,STANDARD,Annual,4,37.11,YES,Customer Support,East
CUST-21548,,Standard,Annual,4,40.13,Yes,Customer Support,East
CUST-21549,2025-01-15,Basic,Annual,24,14.52,Yes,Customer Support,North
CUST-21550,2024-05-10,Premium,Monthly,24,,YES,Customer Support,West
CUST-21551,,STANDARD,Annual,19,39.38,No,N/A,West
CUST-21552,2024-03-11,premium,Monthly,14,78.81,YES,Product Bug,North
CUST-21553,INVALID_DATE,Standard  ,Monthly,7,37.43,no,N/A,North
CUST-21554,INVALID_DATE,basic,Annual,4,14.92,No,N/A,West
CUST-21555,2024-08-01,premium,Annual,7,81.37,YES,Product Bug,East
CUST-21556,2024-02-10,  Basic ,Annual,2,15.63,No,N/A,South
CUST-21557,,Premium,Monthly,23,75.13,yes,No_Reason,North
CUST-21558,2025-01-21,Standard  ,Annual,19,37.6,NO,N/A,East
CUST-21559,23/08/2024,Premium,Monthly,15,82.79,Yes ,Product Bug,South
CUST-21560,2025-02-24,PREMIUM,Monthly,0,81.18,YES,Price,North
CUST-21561,2024-03-17,Standard,Annual,17,40.85,no,N/A,West
CUST-21562,2024-10-02,PREMIUM,Annual,3,80.01,yes,No_Reason,East
CUST-21563,23/01/2025,STANDARD,Monthly,5,38.69,NO,N/A,West
CUST-21564,2025-04-15,Standard,Monthly,16,38.15,no,N/A,West
CUST-21565,INVALID_DATE,Standard,Monthly,24,37.18,NO,N/A,South
CUST-21566,2024-06-25,Standard  ,Annual,15,38.94, No,N/A,East
CUST-21567,2024-12-10,Premium,Annual,17,78.8,no,N/A,East
CUST-21568,30/05/2024,Premium,Monthly,8,80.01,Yes,Competitor,North
CUST-21569,2024-09-29,STANDARD,Monthly,9,37.13,No,N/A,North
CUST-21570,2024-03-10,PREMIUM,Annual,1,76.87,NO,N/A,East
CUST-21571,2024-05-06,Basic,Monthly,17,14.84,no,N/A,North
CUST-21572,2024-05-05,basic,Monthly,2,,No,N/A,North
CUST-21573,2024-07-27,STANDARD,Annual,20,38.72, No,N/A,North
CUST-21574,2024-10-09,premium,Monthly,5,82.4,yes,No_Reason,South
CUST-21696,2024-08-07,Standard,Annual,19,37.73,No,N/A,East
CUST-21575,2024-11-25,Premium,Monthly,9,81.91,YES,Price,North
CUST-21576,2024-04-14,PREMIUM,Annual,-5,79.44,yes,Price,West
CUST-21577,2024-10-19,STANDARD,Monthly,17,40.58, No,N/A,East
CUST-21578,INVALID_DATE,  Basic ,Annual,11,14.64,yes,Customer Support,West
CUST-21579,2025-05-08,PREMIUM,Monthly,22,82.35, No,N/A,South
CUST-21580,20/06/2024,premium,Annual,2,75.83,YES,Competitor,South
CUST-21581,2024-03-16,PREMIUM,Annual,17,76.5,No,N/A,East
CUST-21582,23/12/2024,premium,,14,81.96, No,N/A,West
CUST-21583,06/11/2024,Standard,Annual,19,38.66,no,N/A,South
CUST-21584,2025-03-19,Basic,Monthly,15,15.4,YES,Competitor,North
CUST-21585,2024-08-30,PREMIUM,,13,80.31,no,N/A,North
CUST-21586,2024-03-17,PREMIUM,Monthly,5,76.81,NO,N/A,South
CUST-21587,2025-01-07,STANDARD,Monthly,11,40.93,Yes,Product Bug,South
CUST-21588,2025-01-16,Standard  ,Annual,4,38.82,yes,Product Bug,South
CUST-21589,2024-05-22,PREMIUM,Monthly,16,,Yes,Competitor,West
CUST-21590,13/01/2025,STANDARD,Monthly,2,,Yes ,Price,North
CUST-21591,2024-04-23,basic,Annual,-12,15.44,No,N/A,South
CUST-21592,2024-12-12,BASIC,Monthly,21,14.75,NO,N/A,East
CUST-21593,22/01/2024,Standard,Monthly,12,40.85,Yes ,No_Reason,South
CUST-21594,INVALID_DATE,  Basic ,Annual,21,14.87,No,N/A,West
CUST-21595,2024-01-16,Premium,Annual,21,82.54,yes,No_Reason,North
CUST-21596,2024-07-26,STANDARD,Monthly,1,,No,N/A,West
CUST-21597,2024-02-08,BASIC,Annual,15,15.22,YES,Competitor,West
CUST-21598,INVALID_DATE,PREMIUM,Annual,12,82.18, No,N/A,West
CUST-21599,2024-10-04,PREMIUM,Annual,20,76.48,Yes ,Price,East
CUST-21600,2024-11-08,premium,Monthly,4,75.78,NO,N/A,East
CUST-21601,2024-02-24,Basic,Annual,24,14.44,no,N/A,West
CUST-21602,2025-01-18,Standard,Monthly,17,38.37,no,N/A,East
CUST-21603,2025-01-15,Standard  ,Monthly,16,37.53, No,N/A,West
CUST-21604,25/07/2024,premium,Annual,22,82.73, No,N/A,East
CUST-21605,2025-03-25,premium,Annual,5,79.17,Yes ,Product Bug,West
CUST-20496,2024-04-25,basic,Annual,8,,No,N/A,West
CUST-21606,INVALID_DATE,premium,Monthly,15,80.87,yes,Competitor,West
CUST-21607,INVALID_DATE,premium,Monthly,8,82.52,NO,N/A,South
CUST-21608,2024-06-20,Basic,Annual,24,14.77,YES,Customer Support,South
CUST-21609,2025-02-09,Premium,Annual,-1,81.59,Yes,Competitor,North
CUST-21610,2024-02-19,standard,Annual,22,39.56,no,N/A,East
CUST-21611,2025-01-13,BASIC,Annual,6,14.33,NO,N/A,East
CUST-21612,2024-11-22,standard,Annual,21,39.01,NO,N/A,West
CUST-21613,20/05/2024,Basic,Monthly,19,15.58,NO,N/A,East
CUST-21614,2025-03-12,PREMIUM,Annual,10,77.17,NO,N/A,West
CUST-21615,2024-04-25,Standard  ,Annual,18,40.18,NO,N/A,West
CUST-21616,2024-12-13,Premium,,8,75.51,No,N/A,West
CUST-21617,,Standard,Monthly,2,37.64,yes,Product Bug,East
CUST-21618,2024-04-05,STANDARD,Annual,1,40.14,no,N/A,West
CUST-21619,2025-03-27,premium,Annual,7,78.09,No,N/A,West
CUST-21620,2024-03-02,Basic,Annual,8,14.52,NO,N/A,South
CUST-21621,2024-02-28,PREMIUM,Monthly,22,78.33,Yes ,No_Reason,West
CUST-21622,2024-03-17,Standard,Annual,0,40.78, No,N/A,East
CUST-21623,2024-01-21,Standard  ,Annual,10,38.67,YES,Competitor,West
CUST-21624,2025-03-18,basic,Annual,2,15.24,no,N/A,South
CUST-21625,2024-08-03,Premium,Annual,16,79.56,no,N/A,East
CUST-21626,2024-04-02,premium,Annual,17,79.94,no,N/A,East
CUST-21627,2025-05-01,PREMIUM,Annual,9,77.9,YES,No_Reason,North
CUST-21628,12/05/2024,standard,Monthly,15,40.54,NO,N/A,South
CUST-21629,2024-06-12,basic,Annual,20,14.41,no,N/A,North
CUST-21630,INVALID_DATE,PREMIUM,Monthly,4,79.93,No,N/A,West
CUST-21631,2024-10-15,PREMIUM,Monthly,18,,Yes ,Product Bug,North
CUST-21632,2024-02-11,Standard,Monthly,23,38.24,NO,N/A,West
CUST-21633,2024-05-24,standard,Monthly,13,40.79,YES,Price,East
CUST-21634,2025-01-14,STANDARD,Annual,11,40.15,YES,Competitor,South
CUST-21635,2024-10-31,PREMIUM,Annual,3,77.04,yes,No_Reason,South
CUST-21636,2025-04-02,BASIC,Monthly,23,15.33,No,N/A,North
CUST-21637,18/02/2024,standard,Monthly,1,37.35,YES,No_Reason,East
CUST-21638,2024-03-06,Basic,Monthly,22,15.64,no,N/A,South
CUST-21639,2025-04-14,premium,Monthly,3,78.7,YES,Price,South
CUST-21640,2025-03-18,PREMIUM,Monthly,24,78.46, No,N/A,North
CUST-21641,2024-07-25,premium,Annual,11,76.78,No,N/A,West
CUST-21642,INVALID_DATE,STANDARD,,11,37.58,NO,N/A,West
CUST-21643,2024-10-04,Basic,Annual,23,14.9, No,N/A,East
CUST-21644,19/04/2024,standard,Annual,20,40.81,No,N/A,East
CUST-21645,INVALID_DATE,Basic,Monthly,20,14.43, No,N/A,North
CUST-21646,2024-09-21,basic,Monthly,6,14.62,No,N/A,North
CUST-21647,2024-08-21,Standard,Annual,23,40.21,No,N/A,West
CUST-21648,,  Basic ,Monthly,15,15.18,no,N/A,East
CUST-21649,2024-09-17,premium,Monthly,15,76.34, No,N/A,East
CUST-21650,15/04/2025,Standard,,3,40.64, No,N/A,South
CUST-21651,2024-04-02,premium,Annual,24,76.42, No,N/A,South
CUST-21652,2024-09-03,Premium,Monthly,10,82.73, No,N/A,East
CUST-21653,2024-05-30,premium,Monthly,7,75.08, No,N/A,South
CUST-21654,27/10/2024,premium,Monthly,17,78.57,no,N/A,North
CUST-21655,2025-05-14,Premium,,5,78.89,no,N/A,North
CUST-21656,2024-10-15,Standard  ,Monthly,24,37.3,Yes,No_Reason,East
CUST-21657,2025-03-24,Premium,Monthly,21,75.87,No,N/A,East
CUST-21658,2024-07-19,Basic,,19,14.34,no,N/A,East
CUST-21659,2024-10-21,basic,Monthly,2,14.52,Yes,Price,North
CUST-20961,2024-04-18,STANDARD,Annual,21,40.54,no,N/A,West
CUST-21660,INVALID_DATE,BASIC,Monthly,7,15.46,NO,N/A,West
CUST-21661,2024-03-12,  Basic ,Annual,12,14.59,no,N/A,North
CUST-21662,2024-03-01,premium,Monthly,17,78.52,NO,N/A,North
CUST-21663,,Standard,Monthly,20,37.22,NO,N/A,East
CUST-21664,2025-04-29,STANDARD,Monthly,5,38.81,Yes,Competitor,East
CUST-21665,2024-08-20,PREMIUM,,18,79.61,NO,N/A,North
CUST-21666,2025-01-13,basic,Monthly,13,14.29,yes,No_Reason,South
CUST-21667,2024-07-04,Premium,Annual,12,78.18,No,N/A,North
CUST-21668,2024-04-06,Standard  ,Annual,4,38.84,no,N/A,East
CUST-21669,INVALID_DATE,Standard  ,Monthly,4,39.6,No,N/A,East
CUST-21670,2025-05-13,  Basic ,Annual,0,14.65,no,N/A,East
CUST-21671,03/05/2024,standard,Annual,7,,NO,N/A,North
CUST-21028,22/03/2024,Basic,Annual,23,14.49,NO,N/A,South
CUST-21672,2025-01-09,premium,Monthly,1,80.86,Yes,Price,West
CUST-21673,30/08/2024,premium,Annual,10,77.49,YES,Price,North
CUST-21674,2025-04-04,Standard,Monthly,4,37.48, No,N/A,East
CUST-21675,2024-06-24,premium,Monthly,18,81.17,No,N/A,West
CUST-21676,2024-09-30,PREMIUM,Monthly,24,82.08, No,N/A,South
CUST-21677,2024-09-28,STANDARD,Annual,2,38.5,YES,Competitor,South
CUST-21678,2024-10-04,basic,Annual,2,14.73,Yes ,Price,South
CUST-21679,2024-02-11,Premium,Monthly,2,79.38,YES,Competitor,South
CUST-21680,22/11/2024,STANDARD,Monthly,0,40.08,No,N/A,East
CUST-21681,2025-03-04,BASIC,Monthly,16,14.69,YES,Customer Support,North
CUST-21682,2024-12-31,standard,Monthly,6,38.19,No,N/A,East
CUST-21683,01/04/2024,Standard  ,Monthly,3,40.11,NO,N/A,West
CUST-21684,2024-02-02,Basic,Monthly,15,14.47,No,N/A,West
CUST-21685,2025-05-10,basic,Monthly,16,14.74,Yes,Product Bug,South
CUST-21686,2024-05-28,Basic,Annual,4,14.92,yes,Customer Support,North
CUST-21687,22/01/2024,standard,Annual,16,39.72,NO,N/A,East
CUST-21688,,STANDARD,Monthly,22,40.51,NO,N/A,East
CUST-21689,2024-02-29,STANDARD,Monthly,19,38.25,YES,Price,East
CUST-21690,2024-10-03,STANDARD,Monthly,21,40.9,Yes ,Price,South
CUST-21691,2025-04-05,Standard  ,,21,38.59,no,N/A,West
CUST-21692,10/11/2024,  Basic ,Monthly,3,14.72,YES,Price,North
CUST-21693,2024-08-19,basic,,13,15.16,Yes ,No_Reason,East
CUST-21694,15/01/2025,basic,Monthly,1,14.7,YES,No_Reason,South
CUST-21695,,premium,Monthly,18,80.5,YES,Competitor,East
CUST-21696,2024-08-07,Standard,Annual,19,37.73,No,N/A,East
CUST-21697,02/07/2024,Basic,Monthly,14,15.4,NO,N/A,West
CUST-21698,2024-06-12,premium,Annual,23,79.5,NO,N/A,East
CUST-21699,2025-03-29,Premium,Monthly,8,80.6,Yes,Product Bug,East
CUST-21700,04/03/2024,Standard  ,Annual,23,37.39,no,N/A,South
CUST-21701,02/01/2024,standard,Monthly,23,37.17,YES,No_Reason,South
CUST-21702,2024-05-23,  Basic ,Annual,7,15.09,YES,Competitor,South
CUST-21703,2024-03-09,Basic,Monthly,21,14.84,Yes ,Product Bug,East
CUST-21704,INVALID_DATE,basic,Monthly,19,15.54,No,N/A,North
CUST-21705,2024-04-29,PREMIUM,Annual,21,77.31,Yes,Price,South
CUST-21706,2024-06-29,Standard  ,Monthly,24,37.22,YES,No_Reason,North
CUST-21707,2024-02-29,BASIC,,2,15.51,no,N/A,North
CUST-21708,2025-03-31,Standard  ,Annual,16,37.74, No,N/A,East
CUST-21709,2024-08-18,Premium,Annual,16,81.16,NO,N/A,North
CUST-21710,2024-03-26,premium,Annual,20,78.26, No,N/A,South
CUST-21711,2024-10-10,basic,,14,14.62, No,N/A,South
CUST-21712,2024-05-06,PREMIUM,Monthly,4,75.48,no,N/A,South
CUST-21713,2024-02-13,standard,Annual,0,40.68,Yes,Product Bug,West
CUST-21714,2024-03-17,Standard,,10,39.72,no,N/A,West
CUST-20979,2024-10-11,BASIC,Annual,17,14.8, No,N/A,North
CUST-21715,2024-04-07,premium,Monthly,7,75.26,No,N/A,East
CUST-21716,12/03/2025,Basic,Annual,19,14.41,Yes,No_Reason,North
CUST-21717,2024-02-20,BASIC,Monthly,13,15.63,YES,Price,North
CUST-21718,2025-01-26,standard,Annual,20,39.17,YES,Price,South
CUST-21719,2024-08-30,BASIC,Monthly,1,14.79,yes,No_Reason,East
CUST-21720,2024-03-27,  Basic ,Monthly,3,14.27,No,N/A,North
CUST-21721,19/05/2024,Standard,Annual,9,39.31,NO,N/A,East
CUST-21722,2024-07-31,Basic,Monthly,7,14.69,NO,N/A,West
CUST-21723,21/09/2024,Standard,Monthly,2,40.24,No,N/A,South
CUST-20041,2025-04-15,STANDARD,Monthly,0,38.2, No,N/A,South
CUST-21724,2024-05-16,STANDARD,,9,39.56, No,N/A,West
CUST-21725,2024-10-21,Standard,Monthly,18,40.9,Yes,Customer Support,East
CUST-21726,2024-03-08,Premium,,,82.26,No,N/A,West
CUST-21727,2024-01-25,Basic,Monthly,21,14.59,no,N/A,North
CUST-21728,13/02/2024,Standard,Annual,19,39.23,YES,No_Reason,West
CUST-21729,2024-07-31,basic,Annual,17,14.62,No,N/A,North
CUST-21730,2024-04-23,premium,Monthly,7,81.08, No,N/A,North
CUST-21731,2025-03-15,Standard,Annual,14,38.46,no,N/A,South
CUST-21732,07/06/2024,standard,Annual,4,37.35,yes,Competitor,East
CUST-21733,27/12/2024,standard,,19,37.81,YES,Price,North
CUST-21734,,standard,Monthly,15,37.89,Yes ,Price,East
CUST-21735,2024-01-25,Standard,Monthly,3,40.18,yes,Competitor,West
CUST-21736,2025-04-12,standard,Annual,9,37.28,NO,N/A,North
CUST-21737,2024-04-28,  Basic ,Annual,3,15.62,Yes,Competitor,South
CUST-21738,20/03/2024,BASIC,Annual,23,14.3,No,N/A,North
CUST-21739,2025-04-01,Basic,Annual,24,14.43,no,N/A,East
CUST-20972,2025-04-15,Standard,Annual,11,37.5,Yes ,Product Bug,West
CUST-21740,2024-11-14,Basic,Monthly,18,15.21,Yes ,Price,North
CUST-21741,2024-04-09,Standard  ,Annual,20,38.94,no,N/A,North
CUST-20305,2024-05-22,  Basic ,Annual,-4,15.01,yes,Price,North
CUST-21742,2024-04-20,STANDARD,Annual,7,40.69,No,N/A,East
CUST-21743,2024-06-05,STANDARD,Monthly,11,38.3, No,N/A,South
CUST-21744,2025-05-15,basic,Annual,6,15.58,No,N/A,North
CUST-21745,2025-05-08,BASIC,Monthly,0,14.95,yes,Product Bug,East
CUST-21746,2024-11-04,Premium,Annual,12,79.41,NO,N/A,West
CUST-21747,2024-09-24,premium,Annual,3,78.49, No,N/A,South
CUST-21748,2024-06-26,basic,Monthly,11,15.69,Yes ,Competitor,North
CUST-21749,23/03/2024,premium,Annual,13,78.93,no,N/A,East
CUST-21750,26/10/2024,premium,Annual,23,82.63,YES,Price,East
CUST-21751,2024-07-01,Standard,Monthly,20,39.51,No,N/A,West
CUST-21752,2024-10-30,basic,Monthly,7,15.08,YES,Customer Support,West
CUST-21753,2024-02-19,Standard  ,Annual,12,, No,N/A,East
CUST-21754,2025-03-28,Premium,Monthly,6,75.37,YES,Customer Support,West
CUST-21755,2024-07-01,Standard,Annual,17,40.25,YES,Product Bug,North
CUST-20623,2024-09-10,Basic,Monthly,20,14.85, No,N/A,South
CUST-21756,2024-11-04,STANDARD,Annual,10,38.01,YES,Price,West
